customer_id,persona,recency_days,total_visits,total_spend,avg_ticket_price,pct_weekend_visits,pct_evening_visits,gv_plus_member,favourite_genre,preferred_location
GV006177,Family Matinee Regulars,50,17,1188.2,69.89,0.712,0.327,0,Comedy,JEM
GV006178,Blockbuster Weekend Warriors,5,6,409.61,68.27,0.654,0.889,1,Thriller,JEM
GV006179,Family Matinee Regulars,43,18,1018.45,56.58,0.666,0.226,1,Comedy,Jurong Point
GV006180,Premium Experience Seekers,68,3,52.66,17.55,0.38,0.578,0,Romance,Kallang Leisure Park
GV006181,Lapsed Loyalists,189,9,269.67,29.96,0.746,0.489,0,Horror,Kallang Leisure Park
GV006182,Blockbuster Weekend Warriors,21,19,557.12,29.32,0.771,0.751,1,Action,Yishun
GV006183,Family Matinee Regulars,59,15,1073.86,71.59,0.839,0.19,1,Comedy,JEM
GV006184,Premium Experience Seekers,127,2,36.01,18.0,0.49,0.531,0,Action,Vivocity
GV006185,Family Matinee Regulars,37,15,919.93,61.33,0.761,0.208,0,Comedy,Yishun
GV006186,Premium Experience Seekers,139,3,38.86,12.95,0.347,0.466,1,Comedy,Vivocity
GV006187,Blockbuster Weekend Warriors,11,19,645.95,34.0,0.914,0.75,0,Sci-Fi,Tampines
GV006188,Premium Experience Seekers,177,1,19.1,19.1,0.432,0.374,0,Thriller,JEM
GV006189,Blockbuster Weekend Warriors,3,38,929.88,24.47,0.951,0.975,1,Sci-Fi,Bishan
GV006190,Family Matinee Regulars,39,11,850.76,77.34,0.703,0.294,1,Animation,JEM
GV006191,Blockbuster Weekend Warriors,39,7,479.5,68.5,0.622,0.886,1,Action,Paya Lebar
GV006192,Premium Experience Seekers,161,1,18.19,18.19,0.652,0.458,0,Comedy,Yishun
GV006193,Lapsed Loyalists,148,4,66.2,16.55,0.654,0.352,1,Horror,Jurong Point
GV006194,Premium Experience Seekers,146,6,87.72,14.62,0.401,0.546,0,Comedy,Paya Lebar
GV006195,Blockbuster Weekend Warriors,8,7,515.27,73.61,0.561,0.759,1,Action,Vivocity
GV006196,Family Matinee Regulars,20,19,1182.54,62.24,0.894,0.106,0,Comedy,Vivocity
GV006197,Lapsed Loyalists,126,6,102.02,17.0,0.327,0.358,0,Horror,Bishan
GV006198,Lapsed Loyalists,102,3,39.1,13.03,0.427,0.377,0,Horror,JEM
GV006199,Blockbuster Weekend Warriors,24,8,463.19,57.9,0.472,0.785,1,Action,Jurong Point
GV006200,Premium Experience Seekers,211,9,151.81,16.87,0.494,0.708,0,Thriller,Jurong Point
GV006201,Premium Experience Seekers,81,4,68.74,17.18,0.424,0.356,0,Animation,Tampines
GV006202,Premium Experience Seekers,100,3,56.13,18.71,0.465,0.552,0,Action,Vivocity
GV006203,Blockbuster Weekend Warriors,16,39,1136.85,29.15,0.778,0.829,1,Sci-Fi,Kallang Leisure Park
GV006204,Premium Experience Seekers,144,5,92.5,18.5,0.504,0.563,0,Action,JEM
GV006205,Casual Occasionals,69,2,24.65,12.33,0.31,0.683,0,Drama,Yishun
GV006206,Casual Occasionals,31,5,261.51,52.3,0.444,0.873,1,Drama,Vivocity
GV006207,Blockbuster Weekend Warriors,13,32,1095.51,34.23,0.743,0.81,1,Action,Bishan
GV006208,Lapsed Loyalists,92,6,87.84,14.64,0.369,0.471,0,Horror,Tampines
GV006209,Family Matinee Regulars,13,12,1037.56,86.46,0.695,0.166,0,Comedy,JEM
GV006210,Premium Experience Seekers,114,6,88.11,14.69,0.465,0.652,0,Thriller,Jurong Point
GV006211,Lapsed Loyalists,305,12,336.82,28.07,0.796,0.629,1,Horror,Paya Lebar
GV006212,Blockbuster Weekend Warriors,18,39,890.97,22.85,0.937,0.93,0,Action,Vivocity
GV006213,Premium Experience Seekers,71,5,63.22,12.64,0.341,0.55,0,Action,Vivocity
GV006214,Blockbuster Weekend Warriors,42,7,317.78,45.4,0.639,0.648,1,Thriller,Vivocity
GV006215,Premium Experience Seekers,175,14,364.93,26.07,0.666,0.412,0,Comedy,Bishan
GV006216,Premium Experience Seekers,106,1,13.77,13.77,0.678,0.616,0,Romance,Vivocity
GV006217,Premium Experience Seekers,309,14,355.27,25.38,0.418,0.566,0,Romance,Jurong Point
GV006218,Family Matinee Regulars,27,19,1120.23,58.96,0.613,0.274,1,Animation,Yishun
GV006219,Premium Experience Seekers,147,4,65.59,16.4,0.643,0.347,0,Sci-Fi,Yishun
GV006220,Blockbuster Weekend Warriors,18,7,406.32,58.05,0.673,0.839,1,Thriller,Vivocity
GV006221,Blockbuster Weekend Warriors,16,10,464.81,46.48,0.601,0.833,1,Action,Tampines
GV006222,Premium Experience Seekers,93,6,91.44,15.24,0.431,0.389,1,Sci-Fi,Yishun
GV006223,Casual Occasionals,245,5,114.7,22.94,0.718,0.669,1,Drama,Paya Lebar
GV006224,Premium Experience Seekers,176,5,104.46,20.89,0.664,0.401,1,Action,Jurong Point
GV006225,Blockbuster Weekend Warriors,33,6,388.89,64.82,0.693,0.68,1,Action,Kallang Leisure Park
GV006226,Blockbuster Weekend Warriors,5,24,699.02,29.13,0.877,0.747,0,Action,Tampines
GV006227,Premium Experience Seekers,180,12,290.89,24.24,0.765,0.747,0,Thriller,Kallang Leisure Park
GV006228,Premium Experience Seekers,85,2,39.46,19.73,0.675,0.623,0,Animation,Paya Lebar
GV006229,Lapsed Loyalists,191,2,25.32,12.66,0.344,0.655,0,Horror,Paya Lebar
GV006230,Family Matinee Regulars,19,10,793.59,79.36,0.809,0.237,0,Animation,JEM
GV006231,Premium Experience Seekers,340,8,197.39,24.67,0.53,0.66,1,Action,Jurong Point
GV006232,Blockbuster Weekend Warriors,11,35,947.8,27.08,0.842,0.936,0,Sci-Fi,Yishun
GV006233,Premium Experience Seekers,298,8,228.5,28.56,0.787,0.737,1,Action,Bishan
GV006234,Blockbuster Weekend Warriors,26,34,1100.38,32.36,0.736,0.985,1,Thriller,Kallang Leisure Park
GV006235,Premium Experience Seekers,180,3,45.12,15.04,0.526,0.422,1,Action,Bishan
GV006236,Blockbuster Weekend Warriors,8,36,815.47,22.65,0.843,0.875,1,Thriller,Kallang Leisure Park
GV006237,Lapsed Loyalists,130,1,19.85,19.85,0.668,0.367,0,Horror,Yishun
GV006238,Casual Occasionals,43,7,546.99,78.14,0.57,0.82,1,Drama,Vivocity
GV006239,Family Matinee Regulars,10,16,1429.65,89.35,0.681,0.26,0,Comedy,JEM
GV006240,Blockbuster Weekend Warriors,8,32,1030.83,32.21,0.884,0.918,0,Thriller,JEM
GV006241,Casual Occasionals,176,2,39.43,19.71,0.516,0.415,0,Drama,Jurong Point
GV006242,Blockbuster Weekend Warriors,30,7,341.07,48.72,0.609,0.6,1,Action,Yishun
GV006243,Blockbuster Weekend Warriors,28,30,997.12,33.24,0.819,0.957,1,Sci-Fi,Yishun
GV006244,Blockbuster Weekend Warriors,12,39,1035.65,26.56,0.733,0.817,0,Sci-Fi,Vivocity
GV006245,Lapsed Loyalists,126,5,75.23,15.05,0.699,0.345,0,Horror,Paya Lebar
GV006246,Lapsed Loyalists,235,11,248.57,22.6,0.64,0.733,0,Horror,Paya Lebar
GV006247,Premium Experience Seekers,233,6,115.18,19.2,0.782,0.644,0,Thriller,Bishan
GV006248,Blockbuster Weekend Warriors,16,30,961.07,32.04,0.718,0.698,1,Sci-Fi,Bishan
GV006249,Premium Experience Seekers,312,10,287.87,28.79,0.607,0.478,0,Sci-Fi,Paya Lebar
GV006250,Premium Experience Seekers,64,4,79.42,19.85,0.551,0.327,0,Thriller,Vivocity
GV006251,Premium Experience Seekers,233,10,224.51,22.45,0.777,0.621,0,Sci-Fi,Kallang Leisure Park
GV006252,Blockbuster Weekend Warriors,28,18,524.68,29.15,0.949,0.998,1,Thriller,Bishan
GV006253,Premium Experience Seekers,144,6,92.17,15.36,0.539,0.344,0,Sci-Fi,Kallang Leisure Park
GV006254,Casual Occasionals,140,3,57.58,19.19,0.665,0.487,0,Drama,Paya Lebar
GV006255,Family Matinee Regulars,10,10,846.06,84.61,0.722,0.136,0,Romance,Kallang Leisure Park
GV006256,Blockbuster Weekend Warriors,9,7,441.73,63.1,0.57,0.571,1,Thriller,Paya Lebar
GV006257,Family Matinee Regulars,44,11,813.24,73.93,0.789,0.234,1,Romance,Tampines
GV006258,Family Matinee Regulars,51,14,870.85,62.2,0.879,0.254,0,Romance,Vivocity
GV006259,Blockbuster Weekend Warriors,10,24,573.94,23.91,0.71,0.849,1,Thriller,Bishan
GV006260,Family Matinee Regulars,26,19,1091.12,57.43,0.801,0.261,0,Animation,Kallang Leisure Park
GV006261,Premium Experience Seekers,64,6,114.77,19.13,0.637,0.512,1,Sci-Fi,Tampines
GV006262,Blockbuster Weekend Warriors,5,38,862.85,22.71,0.878,0.67,1,Action,Vivocity
GV006263,Family Matinee Regulars,33,13,772.81,59.45,0.662,0.274,1,Animation,Paya Lebar
GV006264,Blockbuster Weekend Warriors,17,19,588.19,30.96,0.873,0.68,1,Sci-Fi,JEM
GV006265,Casual Occasionals,61,1,19.74,19.74,0.508,0.683,0,Drama,Kallang Leisure Park
GV006266,Blockbuster Weekend Warriors,7,8,600.83,75.1,0.659,0.838,1,Thriller,Bishan
GV006267,Blockbuster Weekend Warriors,5,23,649.22,28.23,0.853,0.948,0,Thriller,Tampines
GV006268,Family Matinee Regulars,28,12,1067.26,88.94,0.62,0.107,1,Animation,JEM
GV006269,Blockbuster Weekend Warriors,5,9,713.48,79.28,0.68,0.794,1,Action,Tampines
GV006270,Premium Experience Seekers,270,6,163.15,27.19,0.735,0.603,0,Animation,Yishun
GV006271,Blockbuster Weekend Warriors,22,28,722.03,25.79,0.82,0.736,1,Action,Tampines
GV006272,Blockbuster Weekend Warriors,27,23,549.88,23.91,0.871,0.901,0,Sci-Fi,Bishan
GV006273,Premium Experience Seekers,208,8,228.8,28.6,0.428,0.789,0,Animation,Tampines
GV006274,Blockbuster Weekend Warriors,5,22,581.74,26.44,0.813,0.72,1,Action,JEM
GV006275,Blockbuster Weekend Warriors,20,7,445.75,63.68,0.527,0.651,1,Thriller,Yishun
GV006276,Blockbuster Weekend Warriors,28,19,635.33,33.44,0.825,0.804,0,Action,Bishan
GV006277,Blockbuster Weekend Warriors,35,8,575.14,71.89,0.432,0.883,1,Thriller,Kallang Leisure Park
GV006278,Premium Experience Seekers,328,13,384.17,29.55,0.618,0.66,1,Action,Vivocity
GV006279,Blockbuster Weekend Warriors,28,20,527.08,26.35,0.967,0.702,1,Thriller,Jurong Point
GV006280,Family Matinee Regulars,41,10,829.56,82.96,0.774,0.317,0,Animation,JEM
GV006281,Blockbuster Weekend Warriors,3,28,703.39,25.12,0.749,0.753,1,Action,JEM
GV006282,Premium Experience Seekers,158,5,97.44,19.49,0.652,0.628,1,Romance,Paya Lebar
GV006283,Premium Experience Seekers,142,2,34.46,17.23,0.471,0.667,0,Comedy,Yishun
GV006284,Casual Occasionals,41,8,552.93,69.12,0.455,0.728,1,Drama,Kallang Leisure Park
GV006285,Casual Occasionals,170,1,19.79,19.79,0.306,0.325,0,Drama,Tampines
GV006286,Blockbuster Weekend Warriors,9,29,949.18,32.73,0.724,0.967,1,Thriller,Jurong Point
GV006287,Blockbuster Weekend Warriors,10,19,555.3,29.23,0.941,0.846,1,Sci-Fi,Paya Lebar
GV006288,Casual Occasionals,109,4,74.98,18.75,0.364,0.676,0,Drama,Yishun
GV006289,Premium Experience Seekers,81,6,89.98,15.0,0.606,0.519,0,Sci-Fi,Kallang Leisure Park
GV006290,Family Matinee Regulars,36,11,962.78,87.53,0.713,0.26,1,Romance,Paya Lebar
GV006291,Blockbuster Weekend Warriors,27,26,603.68,23.22,0.821,0.681,1,Action,Tampines
GV006292,Blockbuster Weekend Warriors,9,22,489.8,22.26,0.947,0.748,1,Sci-Fi,Paya Lebar
GV006293,Premium Experience Seekers,158,6,119.46,19.91,0.436,0.593,0,Animation,Paya Lebar
GV006294,Premium Experience Seekers,280,8,164.9,20.61,0.468,0.769,1,Thriller,JEM
GV006295,Family Matinee Regulars,13,19,1334.04,70.21,0.6,0.168,1,Animation,Tampines
GV006296,Blockbuster Weekend Warriors,19,38,1183.59,31.15,0.966,0.857,1,Sci-Fi,Yishun
GV006297,Family Matinee Regulars,39,10,879.43,87.94,0.66,0.323,0,Romance,Vivocity
GV006298,Casual Occasionals,231,7,142.22,20.32,0.416,0.707,0,Drama,Bishan
GV006299,Premium Experience Seekers,103,6,75.1,12.52,0.615,0.55,1,Romance,Vivocity
GV006300,Blockbuster Weekend Warriors,18,28,805.0,28.75,0.766,0.835,0,Action,Kallang Leisure Park
GV006301,Premium Experience Seekers,97,2,28.75,14.38,0.411,0.306,0,Sci-Fi,Paya Lebar
GV006302,Family Matinee Regulars,10,8,592.18,74.02,0.802,0.269,1,Romance,Tampines
GV006303,Family Matinee Regulars,36,16,1000.07,62.5,0.842,0.267,0,Romance,Bishan
GV006304,Lapsed Loyalists,148,1,13.3,13.3,0.398,0.383,0,Horror,Vivocity
GV006305,Premium Experience Seekers,174,2,39.69,19.84,0.614,0.544,0,Thriller,JEM
GV006306,Premium Experience Seekers,91,6,102.41,17.07,0.348,0.637,1,Comedy,Paya Lebar
GV006307,Blockbuster Weekend Warriors,18,35,882.03,25.2,0.873,0.661,0,Action,Bishan
GV006308,Premium Experience Seekers,221,8,174.26,21.78,0.797,0.584,1,Thriller,Jurong Point
GV006309,Premium Experience Seekers,328,12,181.12,15.09,0.435,0.784,1,Romance,Paya Lebar
GV006310,Blockbuster Weekend Warriors,14,35,1141.88,32.63,0.702,0.974,1,Sci-Fi,Vivocity
GV006311,Premium Experience Seekers,125,5,70.06,14.01,0.346,0.429,0,Animation,Tampines
GV006312,Casual Occasionals,355,6,165.29,27.55,0.619,0.458,1,Drama,Tampines
GV006313,Casual Occasionals,95,6,90.67,15.11,0.353,0.465,1,Drama,Kallang Leisure Park
GV006314,Family Matinee Regulars,10,17,1185.69,69.75,0.664,0.114,0,Animation,JEM
GV006315,Family Matinee Regulars,36,8,490.7,61.34,0.803,0.342,1,Animation,Yishun
GV006316,Blockbuster Weekend Warriors,16,26,655.27,25.2,0.878,0.883,1,Thriller,Bishan
GV006317,Premium Experience Seekers,220,6,126.71,21.12,0.426,0.78,0,Action,Yishun
GV006318,Family Matinee Regulars,51,10,754.11,75.41,0.663,0.133,1,Animation,Kallang Leisure Park
GV006319,Family Matinee Regulars,54,18,1156.98,64.28,0.844,0.395,1,Romance,Jurong Point
GV006320,Blockbuster Weekend Warriors,4,29,863.37,29.77,0.783,0.686,0,Sci-Fi,Kallang Leisure Park
GV006321,Family Matinee Regulars,50,13,1116.72,85.9,0.81,0.285,0,Comedy,Jurong Point
GV006322,Premium Experience Seekers,108,6,86.15,14.36,0.394,0.469,0,Action,Vivocity
GV006323,Blockbuster Weekend Warriors,4,30,840.67,28.02,0.798,0.783,0,Sci-Fi,Yishun
GV006324,Premium Experience Seekers,131,1,15.42,15.42,0.457,0.487,0,Romance,JEM
GV006325,Blockbuster Weekend Warriors,22,32,1059.22,33.1,0.954,0.747,0,Action,Tampines
GV006326,Premium Experience Seekers,218,11,289.31,26.3,0.658,0.465,0,Action,Bishan
GV006327,Premium Experience Seekers,61,2,36.62,18.31,0.385,0.308,0,Sci-Fi,JEM
GV006328,Family Matinee Regulars,30,8,498.75,62.34,0.633,0.29,0,Comedy,Yishun
GV006329,Premium Experience Seekers,141,1,15.58,15.58,0.411,0.388,0,Thriller,Bishan
GV006330,Premium Experience Seekers,297,9,227.08,25.23,0.741,0.509,0,Comedy,Tampines
GV006331,Blockbuster Weekend Warriors,14,5,395.88,79.18,0.426,0.883,1,Action,Yishun
GV006332,Blockbuster Weekend Warriors,7,38,1181.95,31.1,0.758,0.893,1,Thriller,Paya Lebar
GV006333,Premium Experience Seekers,82,2,35.88,17.94,0.306,0.587,0,Action,Paya Lebar
GV006334,Blockbuster Weekend Warriors,2,20,491.37,24.57,0.831,0.874,0,Action,JEM
GV006335,Premium Experience Seekers,159,1,18.25,18.25,0.302,0.425,1,Action,Kallang Leisure Park
GV006336,Blockbuster Weekend Warriors,29,4,236.96,59.24,0.668,0.667,1,Action,Paya Lebar
GV006337,Blockbuster Weekend Warriors,12,20,487.99,24.4,0.843,0.765,1,Sci-Fi,Yishun
GV006338,Blockbuster Weekend Warriors,22,38,1006.44,26.49,0.883,0.814,1,Thriller,Kallang Leisure Park
GV006339,Blockbuster Weekend Warriors,16,28,897.41,32.05,0.897,0.716,1,Thriller,Tampines
GV006340,Premium Experience Seekers,74,3,39.54,13.18,0.326,0.321,0,Thriller,Paya Lebar
GV006341,Premium Experience Seekers,186,4,56.69,14.17,0.61,0.406,0,Animation,Tampines
GV006342,Premium Experience Seekers,112,5,65.24,13.05,0.402,0.671,0,Sci-Fi,Vivocity
GV006343,Blockbuster Weekend Warriors,6,23,717.32,31.19,0.784,0.907,1,Thriller,Paya Lebar
GV006344,Premium Experience Seekers,76,4,66.46,16.62,0.522,0.412,0,Animation,JEM
GV006345,Blockbuster Weekend Warriors,20,35,913.94,26.11,0.745,0.84,0,Sci-Fi,Kallang Leisure Park
GV006346,Lapsed Loyalists,76,1,19.31,19.31,0.607,0.495,1,Horror,Bishan
GV006347,Casual Occasionals,84,5,99.0,19.8,0.316,0.539,0,Drama,Jurong Point
GV006348,Premium Experience Seekers,116,4,62.08,15.52,0.406,0.341,0,Romance,Tampines
GV006349,Premium Experience Seekers,192,10,277.52,27.75,0.731,0.599,0,Thriller,Yishun
GV006350,Premium Experience Seekers,128,4,50.81,12.7,0.533,0.385,0,Sci-Fi,Bishan
GV006351,Premium Experience Seekers,209,9,194.48,21.61,0.474,0.466,0,Sci-Fi,Kallang Leisure Park
GV006352,Blockbuster Weekend Warriors,3,24,559.86,23.33,0.948,0.912,1,Sci-Fi,Tampines
GV006353,Casual Occasionals,38,9,671.36,74.6,0.445,0.685,1,Drama,Kallang Leisure Park
GV006354,Blockbuster Weekend Warriors,8,23,727.82,31.64,0.952,0.913,1,Action,Bishan
GV006355,Blockbuster Weekend Warriors,16,5,382.62,76.52,0.517,0.588,1,Action,Vivocity
GV006356,Premium Experience Seekers,206,9,232.94,25.88,0.743,0.788,1,Sci-Fi,JEM
GV006357,Family Matinee Regulars,52,9,806.91,89.66,0.768,0.339,0,Animation,Jurong Point
GV006358,Premium Experience Seekers,109,4,60.7,15.18,0.629,0.669,0,Sci-Fi,Jurong Point
GV006359,Premium Experience Seekers,86,4,48.71,12.18,0.526,0.536,1,Comedy,Yishun
GV006360,Family Matinee Regulars,56,9,712.95,79.22,0.681,0.148,0,Romance,Tampines
GV006361,Blockbuster Weekend Warriors,23,11,678.93,61.72,0.559,0.691,1,Thriller,Paya Lebar
GV006362,Blockbuster Weekend Warriors,7,35,1020.25,29.15,0.766,0.754,1,Action,Tampines
GV006363,Premium Experience Seekers,345,9,204.35,22.71,0.63,0.5,0,Sci-Fi,Jurong Point
GV006364,Casual Occasionals,33,10,495.14,49.51,0.649,0.725,1,Drama,Tampines
GV006365,Premium Experience Seekers,112,4,58.11,14.53,0.458,0.528,0,Romance,Vivocity
GV006366,Casual Occasionals,250,7,191.34,27.33,0.683,0.428,1,Drama,Paya Lebar
GV006367,Premium Experience Seekers,312,7,200.0,28.57,0.586,0.595,0,Thriller,Yishun
GV006368,Lapsed Loyalists,301,7,188.61,26.94,0.727,0.488,0,Horror,Vivocity
GV006369,Premium Experience Seekers,189,11,267.57,24.32,0.773,0.454,1,Sci-Fi,Vivocity
GV006370,Casual Occasionals,337,7,206.29,29.47,0.623,0.755,0,Drama,Tampines
GV006371,Lapsed Loyalists,120,6,115.7,19.28,0.605,0.506,0,Horror,Paya Lebar
GV006372,Premium Experience Seekers,203,11,304.56,27.69,0.739,0.42,0,Comedy,JEM
GV006373,Premium Experience Seekers,93,3,47.91,15.97,0.405,0.452,1,Sci-Fi,Bishan
GV006374,Premium Experience Seekers,136,4,52.27,13.07,0.683,0.451,0,Sci-Fi,JEM
GV006375,Premium Experience Seekers,86,5,78.84,15.77,0.624,0.418,1,Thriller,JEM
GV006376,Premium Experience Seekers,291,14,408.67,29.19,0.595,0.575,0,Animation,Bishan
GV006377,Premium Experience Seekers,77,3,58.88,19.63,0.454,0.607,0,Sci-Fi,Kallang Leisure Park
GV006378,Blockbuster Weekend Warriors,21,10,780.58,78.06,0.465,0.689,0,Action,Yishun
GV006379,Family Matinee Regulars,10,18,1171.66,65.09,0.803,0.136,1,Comedy,Tampines
GV006380,Premium Experience Seekers,286,12,346.32,28.86,0.746,0.667,0,Animation,Kallang Leisure Park
GV006381,Premium Experience Seekers,22,10,633.9,63.39,0.488,0.595,0,Action,Vivocity
GV006382,Blockbuster Weekend Warriors,7,36,935.87,26.0,0.959,0.907,1,Sci-Fi,Vivocity
GV006383,Family Matinee Regulars,27,14,953.67,68.12,0.783,0.179,1,Comedy,Yishun
GV006384,Blockbuster Weekend Warriors,25,38,1178.35,31.01,0.711,0.973,1,Sci-Fi,Bishan
GV006385,Premium Experience Seekers,310,11,264.87,24.08,0.778,0.715,0,Animation,Kallang Leisure Park
GV006386,Blockbuster Weekend Warriors,22,22,644.57,29.3,0.781,0.69,1,Thriller,Yishun
GV006387,Premium Experience Seekers,308,7,114.05,16.29,0.549,0.524,1,Comedy,Bishan
GV006388,Blockbuster Weekend Warriors,10,28,738.58,26.38,0.855,0.915,1,Thriller,Paya Lebar
GV006389,Blockbuster Weekend Warriors,7,38,1243.63,32.73,0.739,0.791,0,Thriller,Paya Lebar
GV006390,Premium Experience Seekers,154,13,302.3,23.25,0.767,0.681,0,Comedy,Jurong Point
GV006391,Premium Experience Seekers,17,6,429.83,71.64,0.489,0.611,0,Thriller,Paya Lebar
GV006392,Premium Experience Seekers,163,6,97.43,16.24,0.57,0.417,0,Sci-Fi,Vivocity
GV006393,Premium Experience Seekers,63,2,31.27,15.64,0.684,0.564,0,Sci-Fi,Yishun
GV006394,Premium Experience Seekers,91,2,33.12,16.56,0.653,0.454,0,Thriller,Jurong Point
GV006395,Blockbuster Weekend Warriors,43,9,602.75,66.97,0.688,0.803,1,Action,Kallang Leisure Park
GV006396,Blockbuster Weekend Warriors,21,24,765.86,31.91,0.924,0.728,1,Action,Tampines
GV006397,Blockbuster Weekend Warriors,42,7,543.16,77.59,0.658,0.846,1,Thriller,Bishan
GV006398,Blockbuster Weekend Warriors,22,31,730.04,23.55,0.937,0.866,1,Action,JEM
GV006399,Blockbuster Weekend Warriors,29,19,443.75,23.36,0.771,0.812,1,Action,Yishun
GV006400,Blockbuster Weekend Warriors,3,38,1222.96,32.18,0.898,0.916,1,Thriller,Jurong Point
GV006401,Blockbuster Weekend Warriors,13,26,857.99,33.0,0.773,0.923,1,Sci-Fi,Bishan
GV006402,Family Matinee Regulars,34,18,1080.91,60.05,0.894,0.133,0,Romance,Tampines
GV006403,Premium Experience Seekers,224,5,101.23,20.25,0.658,0.586,0,Thriller,Kallang Leisure Park
GV006404,Premium Experience Seekers,123,3,38.9,12.97,0.33,0.642,0,Action,Jurong Point
GV006405,Blockbuster Weekend Warriors,9,39,1147.62,29.43,0.963,0.762,0,Action,Bishan
GV006406,Lapsed Loyalists,66,4,76.14,19.04,0.553,0.428,0,Horror,Paya Lebar
GV006407,Premium Experience Seekers,143,6,95.65,15.94,0.349,0.305,0,Romance,Bishan
GV006408,Blockbuster Weekend Warriors,7,18,407.83,22.66,0.878,0.687,0,Sci-Fi,Yishun
GV006409,Blockbuster Weekend Warriors,24,24,661.44,27.56,0.891,0.825,1,Action,Jurong Point
GV006410,Blockbuster Weekend Warriors,19,5,363.78,72.76,0.515,0.863,1,Thriller,Kallang Leisure Park
GV006411,Blockbuster Weekend Warriors,27,29,672.4,23.19,0.967,0.685,1,Sci-Fi,Tampines
GV006412,Family Matinee Regulars,38,16,1180.83,73.8,0.899,0.122,1,Animation,Vivocity
GV006413,Blockbuster Weekend Warriors,7,28,735.73,26.28,0.976,0.729,1,Sci-Fi,Paya Lebar
GV006414,Casual Occasionals,27,5,244.85,48.97,0.463,0.551,0,Drama,Vivocity
GV006415,Blockbuster Weekend Warriors,29,8,550.95,68.87,0.503,0.839,1,Thriller,JEM
GV006416,Blockbuster Weekend Warriors,19,6,346.96,57.83,0.609,0.721,1,Thriller,Yishun
GV006417,Blockbuster Weekend Warriors,11,29,700.16,24.14,0.941,0.733,0,Action,Jurong Point
GV006418,Premium Experience Seekers,163,14,258.82,18.49,0.739,0.483,0,Thriller,Vivocity
GV006419,Family Matinee Regulars,46,12,714.23,59.52,0.689,0.373,0,Romance,Vivocity
GV006420,Premium Experience Seekers,120,1,18.16,18.16,0.491,0.425,0,Animation,Bishan
GV006421,Premium Experience Seekers,213,13,379.0,29.15,0.512,0.457,1,Thriller,Vivocity
GV006422,Premium Experience Seekers,258,11,292.33,26.58,0.747,0.689,0,Action,Tampines
GV006423,Family Matinee Regulars,33,10,838.77,83.88,0.892,0.279,0,Animation,Jurong Point
GV006424,Lapsed Loyalists,101,6,95.27,15.88,0.351,0.625,0,Horror,Yishun
GV006425,Blockbuster Weekend Warriors,6,6,421.73,70.29,0.504,0.668,1,Thriller,Vivocity
GV006426,Family Matinee Regulars,40,19,1103.45,58.08,0.707,0.142,1,Romance,Jurong Point
GV006427,Premium Experience Seekers,342,12,217.35,18.11,0.564,0.405,0,Animation,Yishun
GV006428,Family Matinee Regulars,16,15,1273.89,84.93,0.735,0.166,1,Romance,Kallang Leisure Park
GV006429,Blockbuster Weekend Warriors,11,20,673.41,33.67,0.782,0.938,0,Sci-Fi,Yishun
GV006430,Blockbuster Weekend Warriors,26,25,858.03,34.32,0.723,0.801,1,Action,JEM
GV006431,Blockbuster Weekend Warriors,17,39,1045.37,26.8,0.873,0.818,1,Thriller,Jurong Point
GV006432,Blockbuster Weekend Warriors,2,37,1252.59,33.85,0.99,0.854,1,Action,Kallang Leisure Park
GV006433,Casual Occasionals,99,3,36.46,12.15,0.659,0.352,0,Drama,JEM
GV006434,Blockbuster Weekend Warriors,37,8,509.95,63.74,0.511,0.605,1,Action,Bishan
GV006435,Blockbuster Weekend Warriors,19,34,954.4,28.07,0.772,0.669,1,Action,Kallang Leisure Park
GV006436,Casual Occasionals,151,10,271.21,27.12,0.712,0.411,0,Drama,Yishun
GV006437,Premium Experience Seekers,77,5,84.19,16.84,0.339,0.679,1,Animation,JEM
GV006438,Blockbuster Weekend Warriors,12,20,573.63,28.68,0.857,0.873,1,Action,Tampines
GV006439,Premium Experience Seekers,100,1,19.07,19.07,0.481,0.697,0,Thriller,Jurong Point
GV006440,Family Matinee Regulars,11,11,643.67,58.52,0.692,0.206,1,Animation,Bishan
GV006441,Blockbuster Weekend Warriors,21,21,705.7,33.6,0.79,0.809,1,Sci-Fi,Jurong Point
GV006442,Premium Experience Seekers,316,6,125.87,20.98,0.597,0.621,0,Comedy,Bishan
GV006443,Blockbuster Weekend Warriors,27,36,883.71,24.55,0.826,0.774,1,Thriller,Tampines
GV006444,Premium Experience Seekers,100,3,42.89,14.3,0.339,0.613,0,Sci-Fi,Jurong Point
GV006445,Casual Occasionals,289,9,199.3,22.14,0.453,0.708,1,Drama,JEM
GV006446,Casual Occasionals,262,7,120.47,17.21,0.495,0.572,0,Drama,Yishun
GV006447,Blockbuster Weekend Warriors,10,27,805.46,29.83,0.745,0.766,1,Thriller,JEM
GV006448,Premium Experience Seekers,199,2,34.48,17.24,0.669,0.51,0,Thriller,Paya Lebar
GV006449,Blockbuster Weekend Warriors,4,18,472.83,26.27,0.904,0.765,1,Thriller,Yishun
GV006450,Blockbuster Weekend Warriors,21,27,665.3,24.64,0.999,1.0,1,Thriller,Yishun
GV006451,Family Matinee Regulars,34,16,1382.12,86.38,0.78,0.361,1,Animation,Kallang Leisure Park
